name,mgmt_ip,device_type,vendor,model,credential_profile,port
SH-MH-402-F09U9-RGS6980-G0-B03033,10.252.240.126,switch,ruijie,S6980,default,22
SH-MH-402-K09U9-RGS6980-G0-B04033,10.252.240.127,switch,ruijie,S6980,default,22
SH-MH-402-F09U15-RGS6980-G0-B05033,10.252.240.128,switch,ruijie,S6980,default,22
SH-MH-402-K09U15-RGS6980-G0-B06033,10.252.240.129,switch,ruijie,S6980,default,22
SH-MH-103-C13U3-H3CS9825-GL0-09109,10.252.240.130,switch,h3c,S9825,default,22
SH-MH-103-H30U3-H3CS9825-GL0-09110,10.252.240.131,switch,h3c,S9825,default,22
SH-MH-103-C13U8-H3CS9825-GL0-09111,10.252.240.132,switch,h3c,S9825,default,22
SH-MH-103-H30U8-H3CS9825-GL0-09112,10.252.240.133,switch,h3c,S9825,default,22
SH-MH-103-C13U13-H3CS9825-GL0-09113,10.252.240.134,switch,h3c,S9825,default,22
SH-MH-103-H30U13-H3CS9825-GL0-09114,10.252.240.135,switch,h3c,S9825,default,22
SH-MH-104-C14U3-H3CS9825-GL0-09115,10.252.240.136,switch,h3c,S9825,default,22
SH-MH-104-G30U3-H3CS9825-GL0-09116,10.252.240.137,switch,h3c,S9825,default,22
SH-MH-104-C14U8-H3CS9825-GL0-09117,10.252.240.138,switch,h3c,S9825,default,22
SH-MH-104-G30U8-H3CS9825-GL0-09118,10.252.240.139,switch,h3c,S9825,default,22
SH-MH-104-C14U13-H3CS9825-GL0-09119,10.252.240.140,switch,h3c,S9825,default,22
SH-MH-104-G30U13-H3CS9825-GL0-09120,10.252.240.141,switch,h3c,S9825,default,22
SH-MH-402-F09U21-H3CS9825-GL0-09121,10.252.240.142,switch,h3c,S9825,default,22
SH-MH-402-K09U21-H3CS9825-GL0-09122,10.252.240.143,switch,h3c,S9825,default,22
SH-MH-103-A13U3-H3C9820-8C-YL1-01001,10.252.240.144,switch,h3c,S9820,default,22
SH-MH-103-B14U3-H3C9820-8C-YL1-01002,10.252.240.145,switch,h3c,S9820,default,22
SH-MH-103-A13U7-H3C9820-8C-YL1-01003,10.252.240.146,switch,h3c,S9820,default,22
SH-MH-103-B14U7-H3C9820-8C-YL1-01004,10.252.240.147,switch,h3c,S9820,default,22
SH-MH-103-A13U11-H3C9820-8C-YL1-01005,10.252.240.148,switch,h3c,S9820,default,22
SH-MH-103-B14U11-H3C9820-8C-YL1-01006,10.252.240.149,switch,h3c,S9820,default,22
SH-MH-103-A13U15-H3C9820-8C-YL1-01007,10.252.240.150,switch,h3c,S9820,default,22
SH-MH-103-B14U15-H3C9820-8C-YL1-01008,10.252.240.151,switch,h3c,S9820,default,22
SH-MH-103-C13U19-H3C6850-YL0-12001,10.252.240.152,switch,h3c,S6850,default,22
SH-MH-103-H30U19-H3C6850-YL0-12002,10.252.240.153,switch,h3c,S6850,default,22
SH-MH-103-C13U21-H3C6850-YL0-12003,10.252.240.154,switch,h3c,S6850,default,22
SH-MH-103-H30U21-H3C6850-YL0-12004,10.252.240.155,switch,h3c,S6850,default,22
SH-MH-103-C13U23-H3C6850-YL0-12005,10.252.240.156,switch,h3c,S6850,default,22
SH-MH-103-H30U23-H3C6850-YL0-12006,10.252.240.157,switch,h3c,S6850,default,22
SH-MH-103-C13U25-H3C6850-YL0-12007,10.252.240.158,switch,h3c,S6850,default,22
SH-MH-103-H30U25-H3C6850-YL0-12008,10.252.240.159,switch,h3c,S6850,default,22
SH-MH-104-C14U19-H3C6850-YL0-12009,10.252.240.160,switch,h3c,S6850,default,22
SH-MH-104-G30U19-H3C6850-YL0-12010,10.252.240.161,switch,h3c,S6850,default,22
SH-MH-104-C14U21-H3C6850-YL0-12011,10.252.240.162,switch,h3c,S6850,default,22
SH-MH-104-G30U21-H3C6850-YL0-12012,10.252.240.163,switch,h3c,S6850,default,22
SH-MH-104-C14U23-H3C6850-YL0-12013,10.252.240.164,switch,h3c,S6850,default,22
SH-MH-104-G30U23-H3C6850-YL0-12014,10.252.240.165,switch,h3c,S6850,default,22
SH-MH-104-C14U25-H3C6850-YL0-12015,10.252.240.166,switch,h3c,S6850,default,22
SH-MH-104-G30U25-H3C6850-YL0-12016,10.252.240.167,switch,h3c,S6850,default,22
SH-MH-402-F09U27-H3C6850-YL0-12017,10.252.240.168,switch,h3c,S6850,default,22
SH-MH-402-K09U27-H3C6850-YL0-12018,10.252.240.169,switch,h3c,S6850,default,22
SH-MH-402-F09U29-H3C6850-YL0-12019,10.252.240.170,switch,h3c,S6850,default,22
SH-MH-402-K09U29-H3C6850-C0-11211,10.252.240.171,switch,h3c,S6850,default,22
SH-MH-402-F09U31-H3C6850-YL0-12021,10.252.240.172,switch,h3c,S6850,default,22
SH-MH-402-K09U31-H3C6850-C0-11212,10.252.240.173,switch,h3c,S6850,default,22
SH-MH-402-F09U33-H3C6850-YL0-12023,10.252.240.174,switch,h3c,S6850,default,22
SH-MH-402-K09U33-H3C6850-C0-11213,10.252.240.175,switch,h3c,S6850,default,22
SH-MH-402-F09U35-H3C6850-YL0-12025,10.252.240.176,switch,h3c,S6850,default,22
SH-MH-402-K09U35-H3C6850-C0-11214,10.252.240.177,switch,h3c,S6850,default,22
SH-MH-402-F09U37-H3C6850-YL0-12027,10.252.240.178,switch,h3c,S6850,default,22
SH-MH-402-K09U37-H3C6850-C0-11215,10.252.240.179,switch,h3c,S6850,default,22
SH-MH-103-A13U43-RG6250-M1-14001,10.252.240.2,switch,ruijie,S6250,default,22
SH-MH-103-B14U43-RG6250-M1-14002,10.252.240.3,switch,ruijie,S6250,default,22
SH-MH-103-C13U43-RG6000C-M0-14001,10.252.240.180,switch,ruijie,S6000C,default,22
SH-MH-103-C13U27-RG6000C-M0-14002,10.252.240.181,switch,ruijie,S6000C,default,22
SH-MH-103-C13U29-RG6000C-M0-14003,10.252.240.182,switch,ruijie,S6000C,default,22
SH-MH-103-H30U31-RG6000C-M0-14004,10.252.240.183,switch,ruijie,S6000C,default,22
SH-MH-103-H30U27-RG6000C-M0-14005,10.252.240.184,switch,ruijie,S6000C,default,22
SH-MH-104-C14U29-RG6000C-M0-14006,10.252.240.185,switch,ruijie,S6000C,default,22
SH-MH-104-C14U27-RG6000C-M0-14007,10.252.240.186,switch,ruijie,S6000C,default,22
SH-MH-104-C14U31-RG6000C-M0-14008,10.252.240.187,switch,ruijie,S6000C,default,22
SH-MH-104-G30U31-RG6000C-M0-14009,10.252.240.188,switch,ruijie,S6000C,default,22
SH-MH-104-G30U27-RG6000C-M0-14010,10.252.240.189,switch,ruijie,S6000C,default,22
SH-MH-402-F09U39-RG6000C-M0-14011,10.252.240.190,switch,ruijie,S6000C,default,22
SH-MH-402-F09U41-RG6000C-M0-14012,10.252.240.191,switch,ruijie,S6000C,default,22
SH-MH-402-F09U43-RG6000C-M0-14013,10.252.240.192,switch,ruijie,S6000C,default,22
SH-MH-402-F09U45-RG6000C-M0-14014,10.252.240.193,switch,ruijie,S6000C,default,22
SH-MH-402-K09U39-RG6000C-M0-14015,10.252.240.194,switch,ruijie,S6000C,default,22
SH-MH-402-K09U41-RG6000C-M0-14016,10.252.240.195,switch,ruijie,S6000C,default,22
SH-MH-402-K09U43-RG6000C-M0-14017,10.252.240.196,switch,ruijie,S6000C,default,22
SH-MH-103-A13U37-RG6000C-M0-14018,10.252.240.197,switch,ruijie,S6000C,default,22
SH-MH-501-F10U45-H3CS5570S-M0-14033,10.252.81.209,switch,h3c,S5570S,default,22
SH-MH-501-B11U45-RGS6510-C0-11209,10.252.81.216,switch,ruijie,S6510,default,22
SH-MH-501-J11U45-RGS6510-C0-11210,10.252.81.217,switch,ruijie,S6510,default,22
SH-MH-501-J11U43-RGS6510-YL0-12041,10.252.81.218,switch,ruijie,S6510,default,22
SH-MH-501-B11U43-RGS6510-YL0-12042,10.252.81.226,switch,ruijie,S6510,default,22
SH-MH-601-B10U45-RGS6510-DMZ0-18001,10.252.81.83,switch,ruijie,S6510,default,22
SH-MH-601-I11U45-RGSS6510-DMZ0-18002,10.252.81.225,switch,ruijie,SS6510,default,22
SH-MH-501-D09U36-H3C5570S-M0-14034,10.252.81.221,switch,h3c,S5570S,default,22
SH-MH-601-I09U19-H3CS9820-01-L1-01006,10.252.80.225,switch,h3c,S9820,default,22
SH-MH-601-A03U4-H3CS9825-EXT1-16001,10.252.81.81,switch,h3c,S9825,default,22
SH-MH-601-H08U4-H3CS9825-EXT1-16002,10.252.81.82,switch,h3c,S9825,default,22
SH-MH-601-I10U19-H3CS9820-01-L1-01007,10.252.80.226,switch,h3c,S9820,default,22
SH-MH-201-A14U7-RGS6990-G1-C01001,10.254.128.108,switch,ruijie,S6990,default,22
SH-MH-201-A14U13-RGS6990-G1-C01002,10.254.128.109,switch,ruijie,S6990,default,22
SH-MH-201-A10U7-RGS6990-G1-C01003,10.254.128.110,switch,ruijie,S6990,default,22
SH-MH-201-A10U13-RGS6990-G1-C01004,10.254.128.111,switch,ruijie,S6990,default,22
SH-MH-201-A09U7-RGS6990-G1-C01005,10.254.128.112,switch,ruijie,S6990,default,22
SH-MH-201-A09U13-RGS6990-G1-C01006,10.254.128.113,switch,ruijie,S6990,default,22
SH-MH-201-A07U7-RGS6990-G1-C01007,10.254.128.114,switch,ruijie,S6990,default,22
SH-MH-201-A07U13-RGS6990-G1-C01008,10.254.128.115,switch,ruijie,S6990,default,22
SH-MH-201-A06U7-RGS6990-G1-C01009,10.254.128.116,switch,ruijie,S6990,default,22
SH-MH-201-A06U13-RGS6990-G1-C01010,10.254.128.117,switch,ruijie,S6990,default,22
SH-MH-201-A05U7-RGS6990-G1-C01011,10.254.128.118,switch,ruijie,S6990,default,22
SH-MH-201-A05U13-RGS6990-G1-C01012,10.254.128.119,switch,ruijie,S6990,default,22
SH-MH-201-A04U7-RGS6990-G1-C01013,10.254.128.120,switch,ruijie,S6990,default,22
SH-MH-201-A04U13-RGS6990-G1-C01014,10.254.128.121,switch,ruijie,S6990,default,22
SH-MH-201-A17U7-RGS6990-G1-C01015,10.254.128.122,switch,ruijie,S6990,default,22
SH-MH-201-A17U13-RGS6990-G1-C01016,10.254.128.123,switch,ruijie,S6990,default,22
SH-MH-201-A19U7-RGS6990-G1-C01017,10.254.128.124,switch,ruijie,S6990,default,22
SH-MH-201-A19U13-RGS6990-G1-C01018,10.254.128.125,switch,ruijie,S6990,default,22
SH-MH-201-A20U7-RGS6990-G1-C01019,10.254.128.126,switch,ruijie,S6990,default,22
SH-MH-201-A20U13-RGS6990-G1-C01020,10.254.128.127,switch,ruijie,S6990,default,22
SH-MH-201-A21U7-RGS6990-G1-C01021,10.254.128.128,switch,ruijie,S6990,default,22
SH-MH-201-A21U13-RGS6990-G1-C01022,10.254.128.129,switch,ruijie,S6990,default,22
SH-MH-201-A22U7-RGS6990-G1-C01023,10.254.128.130,switch,ruijie,S6990,default,22
SH-MH-201-A22U13-RGS6990-G1-C01024,10.254.128.131,switch,ruijie,S6990,default,22
SH-MH-201-A24U7-RGS6990-G1-C01025,10.254.128.132,switch,ruijie,S6990,default,22
SH-MH-201-A24U13-RGS6990-G1-C01026,10.254.128.133,switch,ruijie,S6990,default,22
SH-MH-201-A25U7-RGS6990-G1-C01027,10.254.128.134,switch,ruijie,S6990,default,22
SH-MH-201-A25U13-RGS6990-G1-C01028,10.254.128.135,switch,ruijie,S6990,default,22
SH-MH-201-A26U7-RGS6990-G1-C01029,10.254.128.136,switch,ruijie,S6990,default,22
SH-MH-201-A26U13-RGS6990-G1-C01030,10.254.128.137,switch,ruijie,S6990,default,22
SH-MH-201-A27U7-RGS6990-G1-C01031,10.254.128.138,switch,ruijie,S6990,default,22
SH-MH-201-A27U13-RGS6990-G1-C01032,10.254.128.139,switch,ruijie,S6990,default,22
SH-MH-201-D01U7-RGS6990-G1-C01033,10.254.128.140,switch,ruijie,S6990,default,22
SH-MH-201-D01U13-RGS6990-G1-C01034,10.254.128.141,switch,ruijie,S6990,default,22
SH-MH-201-D02U7-RGS6990-G1-C01035,10.254.128.142,switch,ruijie,S6990,default,22
SH-MH-201-D02U13-RGS6990-G1-C01036,10.254.128.143,switch,ruijie,S6990,default,22
SH-MH-201-D04U7-RGS6990-G1-C01037,10.254.128.144,switch,ruijie,S6990,default,22
SH-MH-201-D04U13-RGS6990-G1-C01038,10.254.128.145,switch,ruijie,S6990,default,22
SH-MH-201-D05U7-RGS6990-G1-C01039,10.254.128.146,switch,ruijie,S6990,default,22
SH-MH-201-D05U13-RGS6990-G1-C01040,10.254.128.147,switch,ruijie,S6990,default,22
SH-MH-201-D06U7-RGS6990-G1-C01041,10.254.128.148,switch,ruijie,S6990,default,22
SH-MH-201-D06U13-RGS6990-G1-C01042,10.254.128.149,switch,ruijie,S6990,default,22
SH-MH-201-D07U7-RGS6990-G1-C01043,10.254.128.150,switch,ruijie,S6990,default,22
SH-MH-201-D07U13-RGS6990-G1-C01044,10.254.128.151,switch,ruijie,S6990,default,22
SH-MH-201-D09U7-RGS6990-G1-C01045,10.254.128.152,switch,ruijie,S6990,default,22
SH-MH-201-D09U13-RGS6990-G1-C01046,10.254.128.153,switch,ruijie,S6990,default,22
SH-MH-201-D28U7-RGS6990-G1-C01047,10.254.128.154,switch,ruijie,S6990,default,22
SH-MH-201-D28U13-RGS6990-G1-C01048,10.254.128.155,switch,ruijie,S6990,default,22
SH-MH-201-D27U7-RGS6990-G1-C01049,10.254.128.156,switch,ruijie,S6990,default,22
SH-MH-201-D27U13-RGS6990-G1-C01050,10.254.128.157,switch,ruijie,S6990,default,22
SH-MH-201-D25U7-RGS6990-G1-C01051,10.254.128.158,switch,ruijie,S6990,default,22
SH-MH-201-D25U13-RGS6990-G1-C01052,10.254.128.159,switch,ruijie,S6990,default,22
SH-MH-201-D24U7-RGS6990-G1-C01053,10.254.128.160,switch,ruijie,S6990,default,22
SH-MH-201-D24U13-RGS6990-G1-C01054,10.254.128.161,switch,ruijie,S6990,default,22
SH-MH-201-D23U7-RGS6990-G1-C01055,10.254.128.162,switch,ruijie,S6990,default,22
SH-MH-201-D23U13-RGS6990-G1-C01056,10.254.128.163,switch,ruijie,S6990,default,22
SH-MH-201-D22U7-RGS6990-G1-C01057,10.254.128.164,switch,ruijie,S6990,default,22
SH-MH-201-D22U13-RGS6990-G1-C01058,10.254.128.165,switch,ruijie,S6990,default,22
SH-MH-201-D20U7-RGS6990-G1-C01059,10.254.128.166,switch,ruijie,S6990,default,22
SH-MH-201-D20U13-RGS6990-G1-C01060,10.254.128.167,switch,ruijie,S6990,default,22
SH-MH-201-D19U7-RGS6990-G1-C01061,10.254.128.168,switch,ruijie,S6990,default,22
SH-MH-201-D19U13-RGS6990-G1-C01062,10.254.128.169,switch,ruijie,S6990,default,22
SH-MH-201-D18U7-RGS6990-G1-C01063,10.254.128.170,switch,ruijie,S6990,default,22
SH-MH-201-D18U13-RGS6990-G1-C01064,10.254.128.171,switch,ruijie,S6990,default,22
SH-MH-201-A14U19-RGS6990-G1-C02001,10.254.129.13,switch,ruijie,S6990,default,22
SH-MH-201-A14U25-RGS6990-G1-C02002,10.254.129.14,switch,ruijie,S6990,default,22
SH-MH-201-A10U19-RGS6990-G1-C02003,10.254.129.15,switch,ruijie,S6990,default,22
SH-MH-201-A10U25-RGS6990-G1-C02004,10.254.129.16,switch,ruijie,S6990,default,22
SH-MH-201-A09U19-RGS6990-G1-C02005,10.254.129.17,switch,ruijie,S6990,default,22
SH-MH-201-A09U25-RGS6990-G1-C02006,10.254.129.18,switch,ruijie,S6990,default,22
SH-MH-201-A07U19-RGS6990-G1-C02007,10.254.129.19,switch,ruijie,S6990,default,22
SH-MH-201-A07U25-RGS6990-G1-C02008,10.254.129.20,switch,ruijie,S6990,default,22
SH-MH-201-A06U19-RGS6990-G1-C02009,10.254.129.21,switch,ruijie,S6990,default,22
SH-MH-201-A06U25-RGS6990-G1-C02010,10.254.129.22,switch,ruijie,S6990,default,22
SH-MH-201-A05U19-RGS6990-G1-C02011,10.254.129.23,switch,ruijie,S6990,default,22
SH-MH-201-A05U25-RGS6990-G1-C02012,10.254.129.24,switch,ruijie,S6990,default,22
SH-MH-201-A04U19-RGS6990-G1-C02013,10.254.129.25,switch,ruijie,S6990,default,22
SH-MH-201-A04U25-RGS6990-G1-C02014,10.254.129.26,switch,ruijie,S6990,default,22
SH-MH-201-A17U19-RGS6990-G1-C02015,10.254.129.27,switch,ruijie,S6990,default,22
SH-MH-201-A17U25-RGS6990-G1-C02016,10.254.129.28,switch,ruijie,S6990,default,22
SH-MH-201-A19U19-RGS6990-G1-C02017,10.254.129.29,switch,ruijie,S6990,default,22
SH-MH-201-A19U25-RGS6990-G1-C02018,10.254.129.30,switch,ruijie,S6990,default,22
SH-MH-201-A20U19-RGS6990-G1-C02019,10.254.129.31,switch,ruijie,S6990,default,22
SH-MH-201-A20U25-RGS6990-G1-C02020,10.254.129.32,switch,ruijie,S6990,default,22
SH-MH-201-A21U19-RGS6990-G1-C02021,10.254.129.33,switch,ruijie,S6990,default,22
SH-MH-201-A21U25-RGS6990-G1-C02022,10.254.129.34,switch,ruijie,S6990,default,22
SH-MH-201-A22U19-RGS6990-G1-C02023,10.254.129.35,switch,ruijie,S6990,default,22
SH-MH-201-A22U25-RGS6990-G1-C02024,10.254.129.36,switch,ruijie,S6990,default,22
SH-MH-201-A24U19-RGS6990-G1-C02025,10.254.129.37,switch,ruijie,S6990,default,22
SH-MH-201-A24U25-RGS6990-G1-C02026,10.254.129.38,switch,ruijie,S6990,default,22
SH-MH-201-A25U19-RGS6990-G1-C02027,10.254.129.39,switch,ruijie,S6990,default,22
SH-MH-201-A25U25-RGS6990-G1-C02028,10.254.129.40,switch,ruijie,S6990,default,22
SH-MH-201-A26U19-RGS6990-G1-C02029,10.254.129.41,switch,ruijie,S6990,default,22
SH-MH-201-A26U25-RGS6990-G1-C02030,10.254.129.42,switch,ruijie,S6990,default,22
SH-MH-201-A27U19-RGS6990-G1-C02031,10.254.129.43,switch,ruijie,S6990,default,22
SH-MH-201-A27U25-RGS6990-G1-C02032,10.254.129.44,switch,ruijie,S6990,default,22
SH-MH-201-D01U19-RGS6990-G1-C02033,10.254.129.45,switch,ruijie,S6990,default,22
SH-MH-201-D01U25-RGS6990-G1-C02034,10.254.129.46,switch,ruijie,S6990,default,22
SH-MH-201-D02U19-RGS6990-G1-C02035,10.254.129.47,switch,ruijie,S6990,default,22
SH-MH-201-D02U25-RGS6990-G1-C02036,10.254.129.48,switch,ruijie,S6990,default,22
SH-MH-201-D04U19-RGS6990-G1-C02037,10.254.129.49,switch,ruijie,S6990,default,22
SH-MH-201-D04U25-RGS6990-G1-C02038,10.254.129.50,switch,ruijie,S6990,default,22
SH-MH-201-D05U19-RGS6990-G1-C02039,10.254.129.51,switch,ruijie,S6990,default,22
SH-MH-201-D05U25-RGS6990-G1-C02040,10.254.129.52,switch,ruijie,S6990,default,22
SH-MH-201-D06U19-RGS6990-G1-C02041,10.254.129.53,switch,ruijie,S6990,default,22
SH-MH-201-D06U25-RGS6990-G1-C02042,10.254.129.54,switch,ruijie,S6990,default,22
SH-MH-201-D07U19-RGS6990-G1-C02043,10.254.129.55,switch,ruijie,S6990,default,22
SH-MH-201-D07U25-RGS6990-G1-C02044,10.254.129.56,switch,ruijie,S6990,default,22
SH-MH-201-D09U19-RGS6990-G1-C02045,10.254.129.57,switch,ruijie,S6990,default,22
SH-MH-201-D09U25-RGS6990-G1-C02046,10.254.129.58,switch,ruijie,S6990,default,22
SH-MH-201-D28U19-RGS6990-G1-C02047,10.254.129.59,switch,ruijie,S6990,default,22
SH-MH-201-D28U25-RGS6990-G1-C02048,10.254.129.60,switch,ruijie,S6990,default,22
SH-MH-201-D27U19-RGS6990-G1-C02049,10.254.129.61,switch,ruijie,S6990,default,22
SH-MH-201-D27U25-RGS6990-G1-C02050,10.254.129.62,switch,ruijie,S6990,default,22
SH-MH-201-D25U19-RGS6990-G1-C02051,10.254.129.63,switch,ruijie,S6990,default,22
SH-MH-201-D25U25-RGS6990-G1-C02052,10.254.129.64,switch,ruijie,S6990,default,22
SH-MH-201-D24U19-RGS6990-G1-C02053,10.254.129.65,switch,ruijie,S6990,default,22
SH-MH-201-D24U25-RGS6990-G1-C02054,10.254.129.66,switch,ruijie,S6990,default,22
SH-MH-201-D23U19-RGS6990-G1-C02055,10.254.129.67,switch,ruijie,S6990,default,22
SH-MH-201-D23U25-RGS6990-G1-C02056,10.254.129.68,switch,ruijie,S6990,default,22
SH-MH-201-D22U19-RGS6990-G1-C02057,10.254.129.69,switch,ruijie,S6990,default,22
SH-MH-201-D22U25-RGS6990-G1-C02058,10.254.129.70,switch,ruijie,S6990,default,22
SH-MH-201-D20U19-RGS6990-G1-C02059,10.254.129.71,switch,ruijie,S6990,default,22
SH-MH-201-D20U25-RGS6990-G1-C02060,10.254.129.72,switch,ruijie,S6990,default,22
SH-MH-201-D19U19-RGS6990-G1-C02061,10.254.129.73,switch,ruijie,S6990,default,22
SH-MH-201-D19U25-RGS6990-G1-C02062,10.254.129.74,switch,ruijie,S6990,default,22
SH-MH-201-D18U19-RGS6990-G1-C02063,10.254.129.75,switch,ruijie,S6990,default,22
SH-MH-201-D18U25-RGS6990-G1-C02064,10.254.129.76,switch,ruijie,S6990,default,22
SH-MH-101-B17U7-RGS6990-G0-C01101,10.254.129.77,switch,ruijie,S6990,default,22
SH-MH-101-B14U7-RGS6990-G0-C01201,10.254.129.78,switch,ruijie,S6990,default,22
SH-MH-101-B17U13-RGS6990-G0-C02101,10.254.129.79,switch,ruijie,S6990,default,22
SH-MH-101-B14U13-RGS6990-G0-C02201,10.254.129.80,switch,ruijie,S6990,default,22
SH-MH-101-B17U19-RGS6990-G0-C03101,10.254.129.81,switch,ruijie,S6990,default,22
SH-MH-101-B14U19-RGS6990-G0-C03201,10.254.129.82,switch,ruijie,S6990,default,22
SH-MH-101-B17U25-RGS6990-G0-C04101,10.254.129.83,switch,ruijie,S6990,default,22
SH-MH-101-B14U25-RGS6990-G0-C04201,10.254.129.84,switch,ruijie,S6990,default,22
SH-MH-101-B19U7-RGS6990-G0-C05101,10.254.129.85,switch,ruijie,S6990,default,22
SH-MH-101-B12U7-RGS6990-G0-C05201,10.254.129.86,switch,ruijie,S6990,default,22
SH-MH-101-B19U13-RGS6990-G0-C06101,10.254.129.87,switch,ruijie,S6990,default,22
SH-MH-101-B12U13-RGS6990-G0-C06201,10.254.129.88,switch,ruijie,S6990,default,22
SH-MH-101-B19U19-RGS6990-G0-C07101,10.254.129.89,switch,ruijie,S6990,default,22
SH-MH-101-B12U19-RGS6990-G0-C07201,10.254.129.90,switch,ruijie,S6990,default,22
SH-MH-101-B19U25-RGS6990-G0-C08101,10.254.129.91,switch,ruijie,S6990,default,22
SH-MH-101-B12U25-RGS6990-G0-C08201,10.254.129.92,switch,ruijie,S6990,default,22
SH-MH-102-A28U7-RGS6990-G0-C01102,10.254.129.93,switch,ruijie,S6990,default,22
SH-MH-102-B28U7-RGS6990-G0-C01202,10.254.129.94,switch,ruijie,S6990,default,22
SH-MH-102-A28U13-RGS6990-G0-C02102,10.254.129.95,switch,ruijie,S6990,default,22
SH-MH-102-B28U13-RGS6990-G0-C02202,10.254.129.96,switch,ruijie,S6990,default,22
SH-MH-102-A28U19-RGS6990-G0-C03102,10.254.129.97,switch,ruijie,S6990,default,22
SH-MH-102-B28U19-RGS6990-G0-C03202,10.254.129.98,switch,ruijie,S6990,default,22
SH-MH-102-A28U25-RGS6990-G0-C04102,10.254.129.99,switch,ruijie,S6990,default,22
SH-MH-102-B28U25-RGS6990-G0-C04202,10.254.129.100,switch,ruijie,S6990,default,22
SH-MH-102-C28U7-RGS6990-G0-C05102,10.254.129.101,switch,ruijie,S6990,default,22
SH-MH-102-D28U7-RGS6990-G0-C05202,10.254.129.102,switch,ruijie,S6990,default,22
SH-MH-102-C28U13-RGS6990-G0-C06102,10.254.129.103,switch,ruijie,S6990,default,22
SH-MH-102-D28U13-RGS6990-G0-C06202,10.254.129.104,switch,ruijie,S6990,default,22
SH-MH-102-C28U19-RGS6990-G0-C07102,10.254.129.105,switch,ruijie,S6990,default,22
SH-MH-102-D28U19-RGS6990-G0-C07202,10.254.129.106,switch,ruijie,S6990,default,22
SH-MH-102-C28U25-RGS6990-G0-C08102,10.254.129.107,switch,ruijie,S6990,default,22
SH-MH-102-D28U25-RGS6990-G0-C08202,10.254.129.108,switch,ruijie,S6990,default,22
SH-MH-102-H28U7-RGS6990-G0-C01103,10.254.129.109,switch,ruijie,S6990,default,22
SH-MH-102-G01U7-RGS6990-G0-C01203,10.254.129.110,switch,ruijie,S6990,default,22
SH-MH-102-H28U13-RGS6990-G0-C02103,10.254.129.111,switch,ruijie,S6990,default,22
SH-MH-102-G01U13-RGS6990-G0-C02203,10.254.129.112,switch,ruijie,S6990,default,22
SH-MH-102-H28U19-RGS6990-G0-C03103,10.254.129.113,switch,ruijie,S6990,default,22
SH-MH-102-G01U19-RGS6990-G0-C03203,10.254.129.114,switch,ruijie,S6990,default,22
SH-MH-102-H28U25-RGS6990-G0-C04103,10.254.129.115,switch,ruijie,S6990,default,22
SH-MH-102-G01U25-RGS6990-G0-C04203,10.254.129.116,switch,ruijie,S6990,default,22
SH-MH-102-F28U7-RGS6990-G0-C05103,10.254.129.117,switch,ruijie,S6990,default,22
SH-MH-102-E26U7-RGS6990-G0-C05203,10.254.129.118,switch,ruijie,S6990,default,22
SH-MH-102-F28U13-RGS6990-G0-C06103,10.254.129.119,switch,ruijie,S6990,default,22
SH-MH-102-E26U13-RGS6990-G0-C06203,10.254.129.120,switch,ruijie,S6990,default,22
SH-MH-102-F28U19-RGS6990-G0-C07103,10.254.129.121,switch,ruijie,S6990,default,22
SH-MH-102-E26U19-RGS6990-G0-C07203,10.254.129.122,switch,ruijie,S6990,default,22
SH-MH-102-F28U25-RGS6990-G0-C08103,10.254.129.123,switch,ruijie,S6990,default,22
SH-MH-102-E26U25-RGS6990-G0-C08203,10.254.129.124,switch,ruijie,S6990,default,22
SH-MH-202-A28U7-RGS6990-G0-C01104,10.254.129.125,switch,ruijie,S6990,default,22
SH-MH-202-B28U7-RGS6990-G0-C01204,10.254.129.126,switch,ruijie,S6990,default,22
SH-MH-202-A28U13-RGS6990-G0-C02104,10.254.129.127,switch,ruijie,S6990,default,22
SH-MH-202-B28U13-RGS6990-G0-C02204,10.254.129.128,switch,ruijie,S6990,default,22
SH-MH-202-A28U19-RGS6990-G0-C03104,10.254.129.129,switch,ruijie,S6990,default,22
SH-MH-202-B28U19-RGS6990-G0-C03204,10.254.129.130,switch,ruijie,S6990,default,22
SH-MH-202-A28U25-RGS6990-G0-C04104,10.254.129.131,switch,ruijie,S6990,default,22
SH-MH-202-B28U25-RGS6990-G0-C04204,10.254.129.132,switch,ruijie,S6990,default,22
SH-MH-202-C28U7-RGS6990-G0-C05104,10.254.129.133,switch,ruijie,S6990,default,22
SH-MH-202-D28U7-RGS6990-G0-C05204,10.254.129.134,switch,ruijie,S6990,default,22
SH-MH-202-C28U13-RGS6990-G0-C06104,10.254.129.135,switch,ruijie,S6990,default,22
SH-MH-202-D28U13-RGS6990-G0-C06204,10.254.129.136,switch,ruijie,S6990,default,22
SH-MH-202-C28U19-RGS6990-G0-C07104,10.254.129.137,switch,ruijie,S6990,default,22
SH-MH-202-D28U19-RGS6990-G0-C07204,10.254.129.138,switch,ruijie,S6990,default,22
SH-MH-202-C28U25-RGS6990-G0-C08104,10.254.129.139,switch,ruijie,S6990,default,22
SH-MH-202-D28U25-RGS6990-G0-C08204,10.254.129.140,switch,ruijie,S6990,default,22
SH-MH-202-H28U7-RGS6990-G0-C01105,10.254.129.141,switch,ruijie,S6990,default,22
